County,State,Pollutant,Trend Statistic,total_trend_sites,avg_last5
Cabell County,WV,PM2.5,98th Percentile,1.0,18.0
Cabell County,WV,PM2.5,Weighted Annual Mean,1.0,7.159999999999999
Cabell County,WV,SO2,99th Percentile,2.0,6.4
Caddo Parish,LA,O3,4th Max,2.0,0.0602
Caguas Municipio,PR,PM10,2nd Max,1.0,100.6
Caguas Municipio,PR,PM2.5,98th Percentile,1.0,20.2
Caguas Municipio,PR,PM2.5,Weighted Annual Mean,1.0,7.58
Calcasieu Parish,LA,O3,4th Max,2.0,0.0646
Calcasieu Parish,LA,PM2.5,98th Percentile,1.0,18.4
Calcasieu Parish,LA,PM2.5,Weighted Annual Mean,1.0,7.4
Calcasieu Parish,LA,SO2,99th Percentile,1.0,13.4
Caldwell County,MO,CO,2nd Max,1.0,0.9400000000000001
Caldwell County,MO,NO2,Annual Mean,2.0,9.6
Caldwell County,MO,O3,4th Max,5.0,0.0664
Caldwell County,MO,PM2.5,98th Percentile,3.0,19.2
Caldwell County,MO,PM2.5,Weighted Annual Mean,3.0,7.260000000000001
Caldwell County,MO,SO2,99th Percentile,2.0,6.8
Caldwell County,NC,O3,4th Max,2.0,0.0602
Caldwell County,NC,PM2.5,98th Percentile,1.0,19.2
Caldwell County,NC,PM2.5,Weighted Annual Mean,1.0,8.26
Caldwell County,TX,O3,4th Max,2.0,0.06720000000000001
Caldwell County,TX,PM10,2nd Max,1.0,66.0
Calhoun County,IL,NO2,98th Percentile,1.0,38.8
Calhoun County,IL,NO2,Annual Mean,1.0,8.8
Calhoun County,IL,O3,4th Max,9.0,0.069
Calhoun County,IL,PM2.5,98th Percentile,2.0,21.0
Calhoun County,IL,PM2.5,Weighted Annual Mean,2.0,8.4
Calhoun County,IL,Pb,Max 3-Month Average,2.0,0.06
Calhoun County,IL,SO2,99th Percentile,3.0,8.2
Calhoun County,SC,O3,4th Max,3.0,0.059
Calhoun County,SC,PM2.5,98th Percentile,2.0,17.4
Calhoun County,SC,PM2.5,Weighted Annual Mean,2.0,7.540000000000001
Calumet County,WI,O3,4th Max,1.0,0.0644
Calumet County,WI,PM2.5,98th Percentile,1.0,27.0
Calumet County,WI,PM2.5,Weighted Annual Mean,1.0,7.56
Cambria County,PA,CO,2nd Max,1.0,1.0
Cambria County,PA,NO2,98th Percentile,1.0,31.8
Cambria County,PA,NO2,Annual Mean,1.0,6.0
Cambria County,PA,O3,4th Max,1.0,0.061399999999999996
Cambria County,PA,PM10,2nd Max,1.0,44.8
Cambria County,PA,PM2.5,98th Percentile,1.0,22.0
Cambria County,PA,PM2.5,Weighted Annual Mean,1.0,8.38
Cambria County,PA,SO2,99th Percentile,1.0,10.6
Camden County,NC,O3,4th Max,2.0,0.056999999999999995
Camden County,NC,PM10,2nd Max,1.0,21.0
Camden County,NC,PM2.5,98th Percentile,2.0,16.4
Camden County,NC,PM2.5,Weighted Annual Mean,2.0,6.92
Camden County,NJ,CO,2nd Max,1.0,0.96
Camden County,NJ,NO2,98th Percentile,1.0,41.0
Camden County,NJ,NO2,Annual Mean,2.0,9.0
Camden County,NJ,O3,4th Max,12.0,0.0664
Camden County,NJ,PM2.5,98th Percentile,9.0,20.4
Camden County,NJ,PM2.5,Weighted Annual Mean,9.0,7.640000000000001
Camden County,NJ,SO2,99th Percentile,2.0,5.8
Cameron Parish,LA,O3,4th Max,2.0,0.0646
Cameron Parish,LA,PM2.5,98th Percentile,1.0,18.4
Cameron Parish,LA,PM2.5,Weighted Annual Mean,1.0,7.4
Cameron Parish,LA,SO2,99th Percentile,1.0,13.4
Campbell County,KY,O3,4th Max,9.0,0.068
Campbell County,KY,PM10,2nd Max,2.0,44.4
Campbell County,KY,PM2.5,98th Percentile,4.0,22.2
Campbell County,KY,PM2.5,Weighted Annual Mean,4.0,9.24
Campbell County,TN,O3,4th Max,5.0,0.0606
Campbell County,WY,NO2,Annual Mean,1.0,1.0
Campbell County,WY,O3,4th Max,1.0,0.0626
Campbell County,WY,PM10,2nd Max,7.0,73.12
Canadian County,OK,O3,4th Max,4.0,0.068
Canadian County,OK,PM10,2nd Max,1.0,38.8
Canadian County,OK,PM2.5,98th Percentile,2.0,19.2
Canadian County,OK,PM2.5,Weighted Annual Mean,2.0,8.36
Cannon County,TN,NO2,Annual Mean,1.0,6.6
Cannon County,TN,O3,4th Max,5.0,0.0644
Canyon County,ID,CO,2nd Max,1.0,1.28
Canyon County,ID,PM10,2nd Max,2.0,94.1
Canóvanas Municipio,PR,PM10,2nd Max,1.0,100.6
Canóvanas Municipio,PR,PM2.5,98th Percentile,1.0,20.2
Canóvanas Municipio,PR,PM2.5,Weighted Annual Mean,1.0,7.58
Cape May County,NJ,PM2.5,98th Percentile,1.0,15.0
Cape May County,NJ,PM2.5,Weighted Annual Mean,1.0,6.44
Capitol Planning Region,CT,NO2,98th Percentile,1.0,37.8
Capitol Planning Region,CT,NO2,Annual Mean,1.0,7.6
Capitol Planning Region,CT,O3,4th Max,3.0,0.0708
Capitol Planning Region,CT,PM2.5,98th Percentile,1.0,17.8
Capitol Planning Region,CT,PM2.5,Weighted Annual Mean,1.0,6.56
Carbon County,MT,SO2,99th Percentile,1.0,20.6
Carbon County,PA,NO2,Annual Mean,1.0,7.8
Carbon County,PA,O3,4th Max,2.0,0.06420000000000001
Carbon County,PA,PM10,2nd Max,1.0,47.8
Carbon County,PA,PM2.5,98th Percentile,1.0,24.4
Carbon County,PA,PM2.5,Weighted Annual Mean,1.0,8.12
Carlisle County,KY,NO2,98th Percentile,1.0,30.0
Carlisle County,KY,NO2,Annual Mean,1.0,4.6
Carlisle County,KY,O3,4th Max,2.0,0.06520000000000001
Carlisle County,KY,SO2,99th Percentile,1.0,10.8
Carlton County,MN,O3,4th Max,1.0,0.057999999999999996
Carlton County,MN,PM10,2nd Max,2.0,57.3
Carlton County,MN,PM2.5,98th Percentile,2.0,19.0
Carlton County,MN,PM2.5,Weighted Annual Mean,2.0,5.28
Carolina Municipio,PR,PM10,2nd Max,1.0,100.6
Carolina Municipio,PR,PM2.5,98th Percentile,1.0,20.2
Carolina Municipio,PR,PM2.5,Weighted Annual Mean,1.0,7.58
Carroll County,GA,O3,4th Max,9.0,0.066
Carroll County,GA,PM2.5,98th Percentile,4.0,20.2
Carroll County,GA,PM2.5,Weighted Annual Mean,4.0,8.66
Carroll County,GA,SO2,99th Percentile,1.0,4.2
Carroll County,IN,O3,4th Max,1.0,0.0658
Carroll County,MD,CO,2nd Max,1.0,1.42
Carroll County,MD,NO2,98th Percentile,1.0,49.8
Carroll County,MD,NO2,Annual Mean,1.0,12.0
Carroll County,MD,O3,4th Max,5.0,0.0688
Carroll County,MD,PM2.5,98th Percentile,4.0,19.8
Carroll County,MD,PM2.5,Weighted Annual Mean,4.0,7.519999999999999
Carroll County,OH,O3,4th Max,3.0,0.0648
Carroll County,OH,PM2.5,98th Percentile,1.0,21.2
Carroll County,OH,PM2.5,Weighted Annual Mean,1.0,9.14
Carter County,KY,NO2,98th Percentile,1.0,28.0
Carter County,KY,NO2,Annual Mean,1.0,5.2
Carter County,KY,O3,4th Max,3.0,0.05820000000000001
Carter County,KY,PM10,2nd Max,1.0,48.2
Carter County,KY,PM2.5,98th Percentile,1.0,18.0
Carter County,KY,PM2.5,Weighted Annual Mean,1.0,7.159999999999999
Carter County,KY,SO2,99th Percentile,2.0,6.4
Carteret County,NC,O3,4th Max,1.0,0.061
Carver County,MN,CO,2nd Max,3.0,1.0399999999999998
Carver County,MN,NO2,98th Percentile,1.0,23.6
Carver County,MN,NO2,Annual Mean,2.0,5.8
Carver County,MN,O3,4th Max,3.0,0.06239999999999999
Carver County,MN,PM10,2nd Max,1.0,76.8
Carver County,MN,PM2.5,98th Percentile,6.0,24.8
Carver County,MN,PM2.5,Weighted Annual Mean,6.0,7.88
Carver County,MN,SO2,99th Percentile,4.0,6.8
Cass County,MI,O3,4th Max,3.0,0.0674
Cass County,MO,CO,2nd Max,1.0,0.9400000000000001
Cass County,MO,NO2,Annual Mean,2.0,9.6
Cass County,MO,O3,4th Max,5.0,0.0664
Cass County,MO,PM2.5,98th Percentile,3.0,19.2
Cass County,MO,PM2.5,Weighted Annual Mean,3.0,7.260000000000001
Cass County,MO,SO2,99th Percentile,2.0,6.8
Cass County,ND,NO2,98th Percentile,1.0,33.6
Cass County,ND,NO2,Annual Mean,1.0,4.0
Cass County,ND,O3,4th Max,1.0,0.0612
Cass County,ND,PM2.5,98th Percentile,1.0,29.8
Cass County,ND,PM2.5,Weighted Annual Mean,1.0,8.0
Cass County,ND,SO2,99th Percentile,1.0,3.4
Cass County,NE,PM10,2nd Max,3.0,59.46
Cass County,NE,PM2.5,98th Percentile,5.0,20.6
Cass County,NE,PM2.5,Weighted Annual Mean,5.0,7.4799999999999995
Cass County,NE,SO2,99th Percentile,1.0,41.0
Catawba County,NC,O3,4th Max,2.0,0.0602
Catawba County,NC,PM2.5,98th Percentile,1.0,19.2
Catawba County,NC,PM2.5,Weighted Annual Mean,1.0,8.26
Cataño Municipio,PR,PM10,2nd Max,1.0,100.6
Cataño Municipio,PR,PM2.5,98th Percentile,1.0,20.2
Cataño Municipio,PR,PM2.5,Weighted Annual Mean,1.0,7.58
Catoosa County,GA,O3,4th Max,2.0,0.0638
Catoosa County,GA,PM2.5,98th Percentile,2.0,21.4
Catoosa County,GA,PM2.5,Weighted Annual Mean,2.0,8.24
Cayey Municipio,PR,PM10,2nd Max,1.0,100.6
Cayey Municipio,PR,PM2.5,98th Percentile,1.0,20.2
Cayey Municipio,PR,PM2.5,Weighted Annual Mean,1.0,7.58
Cecil County,MD,CO,2nd Max,1.0,0.96
Cecil County,MD,NO2,98th Percentile,1.0,41.0
Cecil County,MD,NO2,Annual Mean,2.0,9.0
Cecil County,MD,O3,4th Max,12.0,0.0664
Cecil County,MD,PM2.5,98th Percentile,9.0,20.4
Cecil County,MD,PM2.5,Weighted Annual Mean,9.0,7.640000000000001
Cecil County,MD,SO2,99th Percentile,2.0,5.8
Ceiba Municipio,PR,PM10,2nd Max,1.0,100.6
Ceiba Municipio,PR,PM2.5,98th Percentile,1.0,20.2
Ceiba Municipio,PR,PM2.5,Weighted Annual Mean,1.0,7.58
Centre County,PA,NO2,Annual Mean,1.0,3.4
Centre County,PA,O3,4th Max,2.0,0.061
Centre County,PA,PM2.5,98th Percentile,1.0,21.0
Centre County,PA,PM2.5,Weighted Annual Mean,1.0,7.4799999999999995
Cerro Gordo County,IA,PM10,2nd Max,1.0,54.8
Chambers County,TX,CO,2nd Max,1.0,1.16
Chambers County,TX,NO2,98th Percentile,8.0,37.0
Chambers County,TX,NO2,Annual Mean,10.0,7.2
Chambers County,TX,O3,4th Max,15.0,0.07260000000000001
Chambers County,TX,PM10,2nd Max,4.0,64.92
Chambers County,TX,PM2.5,98th Percentile,3.0,22.8
Chambers County,TX,PM2.5,Weighted Annual Mean,3.0,10.26
Chambers County,TX,SO2,99th Percentile,2.0,10.4
Charles City County,VA,NO2,98th Percentile,1.0,27.8
Charles City County,VA,NO2,Annual Mean,1.0,3.8
Charles City County,VA,O3,4th Max,5.0,0.0598
Charles City County,VA,PM2.5,98th Percentile,3.0,16.4
Charles City County,VA,PM2.5,Weighted Annual Mean,3.0,6.859999999999999
Charles City County,VA,SO2,99th Percentile,1.0,5.4
Charles County,MD,CO,2nd Max,1.0,1.16
Charles County,MD,NO2,98th Percentile,4.0,35.0
Charles County,MD,NO2,Annual Mean,5.0,8.0
Charles County,MD,O3,4th Max,13.0,0.0638
Charles County,MD,PM2.5,98th Percentile,5.0,19.2
Charles County,MD,PM2.5,Weighted Annual Mean,5.0,7.24
Charleston County,SC,NO2,Annual Mean,1.0,6.2
Charleston County,SC,O3,4th Max,1.0,0.056799999999999996
Charleston County,SC,PM10,2nd Max,1.0,49.0
Charleston County,SC,PM2.5,98th Percentile,2.0,15.4
Charleston County,SC,PM2.5,Weighted Annual Mean,2.0,6.959999999999999
Charleston County,SC,SO2,99th Percentile,1.0,10.4
Chatham County,GA,O3,4th Max,1.0,0.058199999999999995
Chatham County,GA,SO2,99th Percentile,1.0,27.8
Chatham County,NC,O3,4th Max,2.0,0.060399999999999995
Chattahoochee County,GA,O3,4th Max,1.0,0.0596
Chautauqua County,NY,O3,4th Max,1.0,0.06760000000000001
Chautauqua County,NY,SO2,99th Percentile,1.0,3.0
Cheatham County,TN,NO2,Annual Mean,1.0,6.6
Cheatham County,TN,O3,4th Max,5.0,0.0644
Cherokee County,GA,O3,4th Max,9.0,0.066
Cherokee County,GA,PM2.5,98th Percentile,4.0,20.2
Cherokee County,GA,PM2.5,Weighted Annual Mean,4.0,8.66
Cherokee County,GA,SO2,99th Percentile,1.0,4.2
Cherokee County,KS,PM10,2nd Max,1.0,113.6
Chesapeake city,VA,O3,4th Max,2.0,0.056999999999999995
Chesapeake city,VA,PM10,2nd Max,1.0,21.0
Chesapeake city,VA,PM2.5,98th Percentile,2.0,16.4
Chesapeake city,VA,PM2.5,Weighted Annual Mean,2.0,6.92
Cheshire County,NH,O3,4th Max,1.0,0.05620000000000001
Cheshire County,NH,PM2.5,98th Percentile,1.0,17.2
Cheshire County,NH,PM2.5,Weighted Annual Mean,1.0,6.4399999999999995
Chester County,PA,CO,2nd Max,1.0,0.96
Chester County,PA,NO2,98th Percentile,1.0,41.0
Chester County,PA,NO2,Annual Mean,2.0,9.0
Chester County,PA,O3,4th Max,12.0,0.0664
Chester County,PA,PM2.5,98th Percentile,9.0,20.4
Chester County,PA,PM2.5,Weighted Annual Mean,9.0,7.640000000000001
Chester County,PA,SO2,99th Percentile,2.0,5.8
Chester County,SC,NO2,98th Percentile,1.0,35.2
Chester County,SC,NO2,Annual Mean,1.0,6.6
Chester County,SC,O3,4th Max,6.0,0.0644
Chester County,SC,PM2.5,98th Percentile,1.0,18.8
Chester County,SC,PM2.5,Weighted Annual Mean,1.0,8.080000000000002
Chesterfield County,VA,NO2,98th Percentile,1.0,27.8
Chesterfield County,VA,NO2,Annual Mean,1.0,3.8
Chesterfield County,VA,O3,4th Max,5.0,0.0598
Chesterfield County,VA,PM2.5,98th Percentile,3.0,16.4
Chesterfield County,VA,PM2.5,Weighted Annual Mean,3.0,6.859999999999999
Chesterfield County,VA,SO2,99th Percentile,1.0,5.4
Chilton County,AL,CO,2nd Max,1.0,1.0
Chilton County,AL,O3,4th Max,7.0,0.0646
Chilton County,AL,PM10,2nd Max,4.0,58.42
Chilton County,AL,PM2.5,98th Percentile,3.0,18.4
Chilton County,AL,PM2.5,Weighted Annual Mean,3.0,8.94
Chilton County,AL,SO2,99th Percentile,1.0,6.8
Chisago County,MN,CO,2nd Max,3.0,1.0399999999999998
Chisago County,MN,NO2,98th Percentile,1.0,23.6
Chisago County,MN,NO2,Annual Mean,2.0,5.8
Chisago County,MN,O3,4th Max,3.0,0.06239999999999999
Chisago County,MN,PM10,2nd Max,1.0,76.8
Chisago County,MN,PM2.5,98th Percentile,6.0,24.8
Chisago County,MN,PM2.5,Weighted Annual Mean,6.0,7.88
Chisago County,MN,SO2,99th Percentile,4.0,6.8
Chittenden County,VT,O3,4th Max,1.0,0.058399999999999994
Christian County,KY,O3,4th Max,2.0,0.060399999999999995
Christian County,KY,PM2.5,98th Percentile,1.0,21.8
Christian County,KY,PM2.5,Weighted Annual Mean,1.0,8.379999999999999
Christian County,MO,O3,4th Max,1.0,0.063
Ciales Municipio,PR,PM10,2nd Max,1.0,100.6
Ciales Municipio,PR,PM2.5,98th Percentile,1.0,20.2
Ciales Municipio,PR,PM2.5,Weighted Annual Mean,1.0,7.58
Cidra Municipio,PR,PM10,2nd Max,1.0,100.6
Cidra Municipio,PR,PM2.5,98th Percentile,1.0,20.2
Cidra Municipio,PR,PM2.5,Weighted Annual Mean,1.0,7.58
Clackamas County,OR,CO,2nd Max,1.0,3.9199999999999995
Clackamas County,OR,O3,4th Max,3.0,0.05900000000000002
Clackamas County,OR,PM2.5,98th Percentile,1.0,22.2
Clackamas County,OR,PM2.5,Weighted Annual Mean,1.0,7.42
Clark County,AR,O3,4th Max,1.0,0.059
Clark County,IN,O3,4th Max,5.0,0.0654
Clark County,IN,SO2,99th Percentile,3.0,8.0
Clark County,KY,NO2,98th Percentile,1.0,40.4
Clark County,KY,NO2,Annual Mean,1.0,5.8
Clark County,KY,O3,4th Max,2.0,0.0636
Clark County,KY,PM2.5,98th Percentile,1.0,19.6
Clark County,KY,PM2.5,Weighted Annual Mean,1.0,7.62
Clark County,KY,SO2,99th Percentile,1.0,3.4
Clark County,NV,CO,2nd Max,1.0,2.28
Clark County,NV,O3,4th Max,7.0,0.0694
Clark County,NV,PM10,2nd Max,6.0,128.66
Clark County,NV,PM2.5,98th Percentile,1.0,12.6
Clark County,NV,PM2.5,Weighted Annual Mean,1.0,3.7399999999999998
Clark County,OH,O3,4th Max,2.0,0.0656
Clark County,OH,PM2.5,98th Percentile,1.0,22.2
Clark County,OH,PM2.5,Weighted Annual Mean,1.0,8.88
Clark County,WA,CO,2nd Max,1.0,3.9199999999999995
Clark County,WA,O3,4th Max,3.0,0.05900000000000002
Clark County,WA,PM2.5,98th Percentile,1.0,22.2
Clark County,WA,PM2.5,Weighted Annual Mean,1.0,7.42
Clarke County,GA,O3,4th Max,1.0,0.062
Clarke County,MS,O3,4th Max,1.0,0.05619999999999999
Clarke County,VA,CO,2nd Max,1.0,1.16
Clarke County,VA,NO2,98th Percentile,4.0,35.0
Clarke County,VA,NO2,Annual Mean,5.0,8.0
Clarke County,VA,O3,4th Max,13.0,0.0638
Clarke County,VA,PM2.5,98th Percentile,5.0,19.2
Clarke County,VA,PM2.5,Weighted Annual Mean,5.0,7.24
Clay County,FL,NO2,Annual Mean,1.0,6.2
Clay County,FL,O3,4th Max,2.0,0.06
Clay County,FL,PM2.5,98th Percentile,2.0,14.6
Clay County,FL,PM2.5,Weighted Annual Mean,2.0,6.960000000000001
Clay County,FL,SO2,99th Percentile,2.0,29.0
Clay County,IN,O3,4th Max,2.0,0.065
Clay County,IN,PM2.5,98th Percentile,1.0,23.6
Clay County,IN,PM2.5,Weighted Annual Mean,1.0,9.239999999999998
Clay County,IN,SO2,99th Percentile,1.0,3.8
Clay County,MN,NO2,98th Percentile,1.0,33.6
Clay County,MN,NO2,Annual Mean,1.0,4.0
Clay County,MN,O3,4th Max,1.0,0.0612
Clay County,MN,PM2.5,98th Percentile,1.0,29.8
Clay County,MN,PM2.5,Weighted Annual Mean,1.0,8.0
Clay County,MN,SO2,99th Percentile,1.0,3.4
Clay County,MO,CO,2nd Max,1.0,0.9400000000000001
Clay County,MO,NO2,Annual Mean,2.0,9.6
Clay County,MO,O3,4th Max,5.0,0.0664
Clay County,MO,PM2.5,98th Percentile,3.0,19.2
Clay County,MO,PM2.5,Weighted Annual Mean,3.0,7.260000000000001
Clay County,MO,SO2,99th Percentile,2.0,6.8
Clay County,WV,O3,4th Max,1.0,0.0616
Clay County,WV,PM2.5,98th Percentile,1.0,17.0
Clay County,WV,PM2.5,Weighted Annual Mean,1.0,7.720000000000001
Clayton County,GA,O3,4th Max,9.0,0.066
Clayton County,GA,PM2.5,98th Percentile,4.0,20.2
Clayton County,GA,PM2.5,Weighted Annual Mean,4.0,8.66
Clayton County,GA,SO2,99th Percentile,1.0,4.2
Clear Creek County,CO,CO,2nd Max,2.0,1.4600000000000002
Clear Creek County,CO,NO2,Annual Mean,2.0,15.8
Clear Creek County,CO,O3,4th Max,5.0,0.0782
Clear Creek County,CO,PM10,2nd Max,2.0,72.5
Clear Creek County,CO,PM2.5,98th Percentile,2.0,21.8
Clear Creek County,CO,PM2.5,Weighted Annual Mean,2.0,6.540000000000001
Clear Creek County,CO,SO2,99th Percentile,2.0,5.6
Clearfield County,PA,O3,4th Max,1.0,0.054200000000000005
Clermont County,OH,O3,4th Max,9.0,0.068
Clermont County,OH,PM10,2nd Max,2.0,44.4
Clermont County,OH,PM2.5,98th Percentile,4.0,22.2
Clermont County,OH,PM2.5,Weighted Annual Mean,4.0,9.24
Cleveland County,OK,O3,4th Max,4.0,0.068
Cleveland County,OK,PM10,2nd Max,1.0,38.8
Cleveland County,OK,PM2.5,98th Percentile,2.0,19.2
Cleveland County,OK,PM2.5,Weighted Annual Mean,2.0,8.36
Clinton County,IA,O3,4th Max,1.0,0.065
Clinton County,IA,PM2.5,98th Percentile,1.0,21.4
Clinton County,IA,PM2.5,Weighted Annual Mean,1.0,8.16
Clinton County,IA,SO2,99th Percentile,1.0,28.6
Clinton County,IL,NO2,98th Percentile,1.0,38.8
Clinton County,IL,NO2,Annual Mean,1.0,8.8
Clinton County,IL,O3,4th Max,9.0,0.069
Clinton County,IL,PM2.5,98th Percentile,2.0,21.0
Clinton County,IL,PM2.5,Weighted Annual Mean,2.0,8.4
Clinton County,IL,Pb,Max 3-Month Average,2.0,0.06
Clinton County,IL,SO2,99th Percentile,3.0,8.2
Clinton County,MI,O3,4th Max,2.0,0.0628
Clinton County,MO,CO,2nd Max,1.0,0.9400000000000001
Clinton County,MO,NO2,Annual Mean,2.0,9.6
Clinton County,MO,O3,4th Max,5.0,0.0664
Clinton County,MO,PM2.5,98th Percentile,3.0,19.2
Clinton County,MO,PM2.5,Weighted Annual Mean,3.0,7.260000000000001
Clinton County,MO,SO2,99th Percentile,2.0,6.8
Clinton County,OH,O3,4th Max,1.0,0.0654
Cobb County,GA,O3,4th Max,9.0,0.066
Cobb County,GA,PM2.5,98th Percentile,4.0,20.2
Cobb County,GA,PM2.5,Weighted Annual Mean,4.0,8.66
Cobb County,GA,SO2,99th Percentile,1.0,4.2
Cochise County,AZ,O3,4th Max,1.0,0.066
Coconino County,AZ,O3,4th Max,1.0,0.0628
Collier County,FL,O3,4th Max,1.0,0.058199999999999995
Collin County,TX,NO2,98th Percentile,5.0,37.4
Collin County,TX,NO2,Annual Mean,7.0,6.2
Collin County,TX,O3,4th Max,15.0,0.0724
Collin County,TX,PM2.5,98th Percentile,4.0,21.2
Collin County,TX,PM2.5,Weighted Annual Mean,4.0,9.14
Collin County,TX,SO2,99th Percentile,2.0,8.8
Colonial Heights city,VA,NO2,98th Percentile,1.0,27.8
Colonial Heights city,VA,NO2,Annual Mean,1.0,3.8
Colonial Heights city,VA,O3,4th Max,5.0,0.0598
Colonial Heights city,VA,PM2.5,98th Percentile,3.0,16.4
Colonial Heights city,VA,PM2.5,Weighted Annual Mean,3.0,6.859999999999999
Colonial Heights city,VA,SO2,99th Percentile,1.0,5.4
Columbia County,FL,O3,4th Max,1.0,0.05840000000000001
Columbia County,GA,O3,4th Max,3.0,0.05939999999999999
Columbia County,GA,PM2.5,98th Percentile,2.0,20.8
Columbia County,GA,PM2.5,Weighted Annual Mean,2.0,8.7
Columbia County,OR,CO,2nd Max,1.0,3.9199999999999995
Columbia County,OR,O3,4th Max,3.0,0.05900000000000002
Columbia County,OR,PM2.5,98th Percentile,1.0,22.2
Columbia County,OR,PM2.5,Weighted Annual Mean,1.0,7.42
Columbia County,WI,O3,4th Max,2.0,0.0678
Columbia County,WI,PM2.5,98th Percentile,1.0,25.0
Columbia County,WI,PM2.5,Weighted Annual Mean,1.0,8.12
Columbiana County,OH,PM10,2nd Max,1.0,31.6
Comal County,TX,NO2,98th Percentile,1.0,34.2
Comal County,TX,NO2,Annual Mean,1.0,4.4
Comal County,TX,O3,4th Max,3.0,0.07160000000000001
Comal County,TX,PM10,2nd Max,1.0,62.2
Comerío Municipio,PR,PM10,2nd Max,1.0,100.6
Comerío Municipio,PR,PM2.5,98th Percentile,1.0,20.2
Comerío Municipio,PR,PM2.5,Weighted Annual Mean,1.0,7.58
Contra Costa County,CA,CO,2nd Max,5.0,1.04
Contra Costa County,CA,NO2,98th Percentile,6.0,33.2
Contra Costa County,CA,NO2,Annual Mean,6.0,6.8
Contra Costa County,CA,O3,4th Max,8.0,0.0588
Contra Costa County,CA,PM10,2nd Max,3.0,32.42
Contra Costa County,CA,PM2.5,98th Percentile,4.0,26.2
Contra Costa County,CA,PM2.5,Weighted Annual Mean,4.0,7.74
Contra Costa County,CA,SO2,99th Percentile,4.0,8.2
Cook County,IL,NO2,98th Percentile,2.0,54.2
Cook County,IL,NO2,Annual Mean,3.0,14.199999999999998
Cook County,IL,O3,4th Max,18.0,0.0728
Cook County,IL,PM10,2nd Max,5.0,84.75999999999999
Cook County,IL,PM2.5,98th Percentile,5.0,21.4
Cook County,IL,PM2.5,Weighted Annual Mean,5.0,8.6
Cook County,IL,Pb,Max 3-Month Average,1.0,0.018
Cook County,IL,SO2,99th Percentile,3.0,17.8
Corozal Municipio,PR,PM10,2nd Max,1.0,100.6
Corozal Municipio,PR,PM2.5,98th Percentile,1.0,20.2
Corozal Municipio,PR,PM2.5,Weighted Annual Mean,1.0,7.58
Coweta County,GA,O3,4th Max,9.0,0.066
Coweta County,GA,PM2.5,98th Percentile,4.0,20.2
Coweta County,GA,PM2.5,Weighted Annual Mean,4.0,8.66
Coweta County,GA,SO2,99th Percentile,1.0,4.2
Craig County,VA,NO2,98th Percentile,1.0,32.0
Craig County,VA,NO2,Annual Mean,1.0,5.0
Craig County,VA,O3,4th Max,1.0,0.0588
Craig County,VA,SO2,99th Percentile,1.0,3.0
Crawford County,GA,O3,4th Max,1.0,0.0616
Crawford County,GA,PM2.5,98th Percentile,2.0,20.6
Crawford County,GA,PM2.5,Weighted Annual Mean,2.0,8.580000000000002
Creek County,OK,NO2,Annual Mean,1.0,6.6
Creek County,OK,O3,4th Max,3.0,0.0668
Creek County,OK,PM2.5,98th Percentile,1.0,21.8
Creek County,OK,PM2.5,Weighted Annual Mean,1.0,8.680000000000001
Creek County,OK,SO2,99th Percentile,1.0,6.4
Crittenden County,AR,O3,4th Max,4.0,0.0674
Culpeper County,VA,CO,2nd Max,1.0,1.16
Culpeper County,VA,NO2,98th Percentile,4.0,35.0
Culpeper County,VA,NO2,Annual Mean,5.0,8.0
Culpeper County,VA,O3,4th Max,13.0,0.0638
Culpeper County,VA,PM2.5,98th Percentile,5.0,19.2
Culpeper County,VA,PM2.5,Weighted Annual Mean,5.0,7.24
Cumberland County,IL,O3,4th Max,1.0,0.066
Cumberland County,ME,O3,4th Max,2.0,0.0628
Cumberland County,NC,O3,4th Max,2.0,0.062
Cumberland County,NC,PM2.5,98th Percentile,1.0,18.8
Cumberland County,NC,PM2.5,Weighted Annual Mean,1.0,7.839999999999999
Cumberland County,NJ,O3,4th Max,1.0,0.065
Cumberland County,PA,O3,4th Max,2.0,0.0632
Cumberland County,PA,PM2.5,98th Percentile,2.0,25.0
Cumberland County,PA,PM2.5,Weighted Annual Mean,2.0,8.58
Currituck County,NC,O3,4th Max,2.0,0.056999999999999995
Currituck County,NC,PM10,2nd Max,1.0,21.0
Currituck County,NC,PM2.5,98th Percentile,2.0,16.4
Currituck County,NC,PM2.5,Weighted Annual Mean,2.0,6.92
Dade County,GA,O3,4th Max,2.0,0.0638
Dade County,GA,PM2.5,98th Percentile,2.0,21.4
Dade County,GA,PM2.5,Weighted Annual Mean,2.0,8.24
Dakota County,MN,CO,2nd Max,3.0,1.0399999999999998
Dakota County,MN,NO2,98th Percentile,1.0,23.6
Dakota County,MN,NO2,Annual Mean,2.0,5.8
Dakota County,MN,O3,4th Max,3.0,0.06239999999999999
Dakota County,MN,PM10,2nd Max,1.0,76.8
Dakota County,MN,PM2.5,98th Percentile,6.0,24.8
Dakota County,MN,PM2.5,Weighted Annual Mean,6.0,7.88
Dakota County,MN,SO2,99th Percentile,4.0,6.8
Dallas County,IA,PM2.5,98th Percentile,2.0,19.0
Dallas County,IA,PM2.5,Weighted Annual Mean,2.0,7.5200000000000005
Dallas County,MO,O3,4th Max,1.0,0.063
Dallas County,TX,NO2,98th Percentile,5.0,37.4
